,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,avg_daily_high_range,avg_daily_low_range,Earnings_BMO,Earnings_AMC,DJIA
AMGN,16.12,12.13,0.001,643680000.0,0.0268,125800000000.0,13.44,14.54,-0.0349,635900000.0,-0.0369,8300000000.000001,3.47,3.28,0.799,0.0158,-0.0554,23320000000.0,5.39,0.073,-0.015300000000000001,3.25,0.0431,22.25,8.78,0.0208,0.031,205.25,0.0837,46.48,4.2,0.04650000000000001,0.126,0.004,5.8,18.11,0.14400000000000002,0.14,-0.0702,1.34,0.0297,2.8,0.057999999999999996,0.826,0.1967,6.07,20800,3.1,0.023,0.434,55.58,1,2.4,0.039,0.094,1.32,188.98,1,2.05,2019-01-29,1.3559999999999999,3100000.0,195.44,2.3,0.0245,0.0144,0.0339,4083604.0,0.0342,0.0254,0.031,0,1,0
AMP,8.22,13.47,0.001,143250000.0,0.0639,15860000000.0,6.86,16.15,0.0,138920000.0,-0.1545,2029999999.9999998,0.55,3.82,0.8640000000000001,0.0139,-0.2642,12890000000.0,1.23,0.44299999999999995,-0.021099999999999997,1.7,-0.2145,38.91,2.85,0.0868,0.012,153.0,-0.34509999999999996,17.3,6.4,0.15,0.301,0.060899999999999996,3.6,16.29,0.195,0.091,-0.3979,1.74,0.0325,,0.033,0.474,0.1572,4.54,13000,,0.096,0.207,49.22,1,2.71,0.052000000000000005,0.135,0.9,105.1,1,0.75,2019-01-30,0.293,1140000.0,110.73,2.3,0.0215,-0.0739,-0.19210000000000002,1030104.0,0.0536,0.0325,0.0418,0,1,0
AMT,60.61,2.61,0.001,453170000.0,-0.0018,71740000000.0,44.43,3.56,-0.522,439490000.0,-0.0292,1150000000.0,8.5,0.77,0.956,0.012,0.1001,7010000000.0,10.23,0.327,-0.0013,2.26,0.0868,12.14,13.04,0.2236,0.035,169.0,0.1174,2.42,65.54,0.0713,0.19899999999999998,0.0008,3.36,62.03,0.105,0.071,-0.060899999999999996,0.58,0.0212,0.5,0.183,0.691,0.2143,3.81,4752,0.5,0.062,0.263,47.52,1,3.97,0.198,0.16699999999999998,1.09,157.68,1,3.44,2019-01-29,1.078,2330000.0,158.31,2.3,-0.0212,-0.0091,0.07519999999999999,2529958.0,0.004,0.0213,0.0248,1,0,0
AMZN,96.96,16.25,0.162,501150000.0,0.07780000000000001,789510000000.0,58.97,26.71,-0.0008,409640000.0,-0.11109999999999999,8109999999.999999,2.19,5.56,0.575,0.0137,-0.1932,220960000000.0,3.57,-0.071,-0.016,0.73,-0.0732,80.17,19.65,0.34909999999999997,0.067,2136.26,0.30820000000000003,59.39,26.52,0.44329999999999997,0.267,0.0489,,65.99,1.228,0.035,-0.23170000000000002,1.7,,0.8,0.23800000000000002,0.39899999999999997,0.3077,75.47,566000,1.1,0.293,0.049,52.08,1,1.21,10.262,0.04,1.19,1500.28,1,1.02,2019-01-24,0.0,7710000.0,1575.39,1.7,0.019799999999999998,-0.0168,-0.0733,9142664.0,0.0501,0.0415,0.0499,0,1,0
ANET,52.29,3.87,0.001,77130000.0,-0.0115,15620000000.0,22.77,8.89,-0.7559999999999999,53340000.0,-0.1698,313300000.0,2.17,2.07,0.608,0.031,-0.2255,2020000000.0,7.72,1.402,0.0837,1.74,-0.215,25.94,7.81,0.1456,0.113,292.61,-0.1406,21.55,9.4,0.2409,0.16899999999999998,-0.0391,,41.22,0.73,0.27699999999999997,-0.3539,1.58,,4.1,0.535,0.645,0.0823,9.23,1800,4.5,0.287,0.10800000000000001,39.97,1,0.02,0.235,0.149,1.25,199.6,1,0.02,2019-01-31,0.0,951520.0,202.47,2.3,-0.051399999999999994,-0.1041,-0.20440000000000003,1184920.0,0.0144,0.0353,0.045700000000000005,0,1,0
ANSS,36.88,3.9,0.006999999999999999,85620000.0,-0.0034999999999999996,12300000000.0,25.5,5.63,-0.081,82650000.0,-0.1209,335700000.0,2.36,1.49,0.996,0.0183,-0.2116,1180000000.0,10.42,0.061,-0.009899999999999999,2.03,-0.1809,30.28,4.74,0.0553,0.106,186.33,-0.0512,8.52,16.86,0.156,0.131,0.005,,27.98,0.081,0.12,-0.2457,1.28,,2.7,0.065,0.867,0.0501,5.57,2900,2.7,0.05,0.337,45.33,1,0.0,0.214,0.27,0.85,137.64,1,0.0,2019-02-06,0.0,744750.0,143.66,2.5,-0.0273,-0.053200000000000004,-0.1366,632407.0,0.0437,0.0362,0.0385,0,1,0
ANTM,19.14,13.06,0.001,261720000.00000003,-0.0421,65410000000.0,14.19,17.61,-0.16260000000000002,258230000.00000003,-0.1564,3450000000.0,1.06,2.2,0.9059999999999999,0.0147,-0.0953,91440000000.0,0.72,0.10800000000000001,-0.004,2.43,0.041100000000000005,112.12,2.23,0.1246,0.062,322.89,0.0906,16.28,15.35,0.1813,0.16399999999999998,-0.0484,3.0,507.03,0.046,0.075,-0.1685,0.94,0.012,,0.079,,0.15960000000000002,8.24,56000,,0.037000000000000005,0.059000000000000004,36.5,1,0.67,0.293,0.05,1.15,248.42,1,0.59,2019-01-30,0.16699999999999998,1560000.0,249.91,2.0,-0.0623,-0.0874,-0.015600000000000001,1784155.0,0.006,0.0246,0.032,1,0,0
AON,31.57,4.58,0.001,247520000.0,0.009899999999999999,35780000000.0,15.73,9.19,-0.028300000000000002,238100000.0,-0.12380000000000001,1140000000.0,2.06,2.13,0.9159999999999999,0.0091,-0.0787,10910000000.0,3.28,-0.364,0.0171,2.07,0.0458,17.47,8.27,0.1301,0.028999999999999998,166.0,0.08199999999999999,20.41,7.08,0.1534,0.165,-0.005600000000000001,1.6,48.09,-0.008,0.099,-0.1321,0.94,0.0111,1.1,-0.027999999999999997,,0.08349999999999999,3.5,50000,1.1,0.004,0.139,40.42,1,1.54,-0.175,0.071,1.79,141.88,1,1.37,2019-01-25,0.488,1050000.0,144.55,2.5,-0.034,-0.0711,-0.0175,1882846.0,0.018799999999999997,0.0167,0.0253,1,0,0
AOS,18.07,2.44,0.001,169870000.0,0.028399999999999998,7490000000.0,15.71,2.81,-0.0741,142650000.0,-0.0816,422400000.0,1.84,0.71,0.996,0.0421,-0.1686,3140000000.0,2.38,0.17300000000000001,0.0189,2.64,-0.2641,10.3,4.28,0.0917,0.11,57.44,-0.2872,3.64,12.13,0.098,0.19899999999999998,0.0333,0.88,28.55,0.19899999999999998,0.184,-0.3549,1.32,0.0199,1.7,0.091,0.41100000000000003,0.09369999999999999,1.48,16100,2.2,0.006,0.17300000000000001,51.3,1,0.11,0.131,0.10800000000000001,1.26,42.42,1,0.11,2019-01-29,0.342,2280000.0,44.12,2.2,0.0286,-0.0151,-0.2141,2861525.0,0.0401,0.0304,0.0346,1,0,0
APA,10.98,2.58,0.001,396730000.0,0.0591,11240000000.0,20.87,1.36,-0.029300000000000003,378680000.0,-0.22390000000000002,990000000.0,0.14,0.49,0.995,0.0713,-0.42060000000000003,7220000000.0,1.56,2.022,-0.0128,5.63,-0.3887,19.87,1.43,-0.31980000000000003,0.04,42.69,-0.37520000000000003,1.49,18.95,0.7609999999999999,0.11599999999999999,0.0789,1.0,4.56,-0.054000000000000006,0.102,-0.434,1.48,0.0353,1.1,-0.18899999999999997,0.8029999999999999,0.1531,1.47,3356,1.3,0.55,0.21899999999999997,42.48,1,1.08,0.27899999999999997,0.121,0.88,27.18,1,1.06,2019-01-30,0.435,4790000.0,28.32,2.9,-0.0308,-0.1598,-0.3065,4215658.0,0.04190000000000001,0.046,0.0529,0,1,0
APC,72.85,0.64,0.002,533860000.0,0.0521,24700000000.0,16.38,2.82,0.0,502770000.0,-0.166,309000000.0,6.07,0.76,0.878,0.0218,-0.3308,12840000000.0,1.92,0.495,-0.026000000000000002,2.04,-0.3626,17.44,2.65,0.0463,0.036000000000000004,78.02,-0.15539999999999998,3.53,13.12,0.12,0.16,0.0552,1.05,,-0.213,-0.013999999999999999,-0.3969,1.52,0.0227,0.8,-0.038,0.848,0.145,2.07,4400,0.9,0.382,0.209,45.74,1,1.92,1.5659999999999998,0.115,1.07,44.46,1,1.81,2019-01-29,0.284,5380000.0,46.26,1.9,-0.026600000000000002,-0.1175,-0.2725,5748805.0,0.0405,0.0388,0.0438,0,1,0
APD,21.09,7.66,0.002,227330000.0,0.0116,36740000000.0,17.46,9.25,0.04650000000000001,218400000.0,-0.0301,1690000000.0,1.93,1.87,0.879,0.0108,-0.0478,8930000000.0,4.11,0.485,0.0026,1.86,0.0374,49.51,3.26,0.13269999999999998,0.08,188.45,-0.0288,13.09,12.35,0.10949999999999999,0.142,0.0097,4.4,485.32,0.10099999999999999,0.114,-0.0774,0.91,0.027200000000000002,2.0,-0.026000000000000002,0.307,0.08869999999999999,4.65,16000,2.2,0.043,0.22,56.67,1,0.35,0.013000000000000001,0.168,0.86,155.31,1,0.31,2019-02-05,0.6,1260000.0,161.61,1.9,0.0292,0.0287,0.0003,1082153.0,0.0406,0.0254,0.03,1,0,0
APH,19.75,3.93,0.001,307780000.0,-0.0358,23870000000.0,19.35,4.01,-0.6927,300070000.0,-0.1363,1220000000.0,1.99,0.98,0.98,0.0154,-0.17079999999999998,7920000000.0,3.01,0.27,-0.0008,2.5,-0.11699999999999999,13.34,5.81,0.0832,0.079,100.73,-0.1282,3.31,23.4,0.099,0.195,-0.043,0.92,37.23,0.14400000000000002,0.151,-0.2052,0.9,0.011899999999999999,1.2,0.10300000000000001,0.325,0.0346,2.42,70000,1.7,0.157,0.20600000000000002,39.26,1,0.81,0.17800000000000002,0.096,1.81,75.07,1,0.62,2019-01-23,0.331,1850000.0,77.54,1.9,-0.045700000000000005,-0.0866,-0.12359999999999999,3347683.0,0.0329,0.0232,0.0294,1,0,0
ATVI,29.91,1.58,0.006999999999999999,795310000.0,0.0028000000000000004,37510000000.0,17.04,2.77,-0.0034999999999999996,754660000.0,0.012199999999999999,1210000000.0,2.5,1.3,0.93,0.0288,-0.4318,7160000000.0,5.24,-0.07,0.0337,2.0,-0.3809,13.97,3.38,0.0605,0.032,70.81,-0.2778,,,0.1197,0.057,0.0129,0.34,21.04,0.034,0.076,-0.44299999999999995,0.98,0.0072,2.0,0.076,0.653,0.07919999999999999,2.03,9800,2.1,-0.066,0.204,40.95,1,0.25,0.374,0.081,0.84,45.36,1,0.25,2019-02-07,0.397,10840000.0,47.17,2.0,0.0040999999999999995,-0.1264,-0.3126,9059539.0,0.039900000000000005,0.0407,0.0418,0,1,0
AVB,28.72,5.96,0.002,144940000.0,-0.0127,24810000000.0,35.45,4.83,-0.1384,137860000.0,-0.1023,824000000.0,11.31,1.14,0.956,0.0172,-0.0415,2260000000.0,10.97,-0.156,-0.008100000000000001,3.77,-0.0069,75.43,2.27,-0.0894,0.044000000000000004,196.33,-0.0371,0.39,443.89,0.0254,0.079,-0.016399999999999998,5.88,49.62,0.2,0.032,-0.1079,0.49,0.034300000000000004,,0.166,0.664,0.1215,4.36,3112,,0.046,0.265,39.66,1,0.72,-0.192,0.364,0.91,170.0,1,0.72,2019-01-28,0.9670000000000001,629210.0,171.2,2.3,-0.049400000000000006,-0.0557,-0.0174,574932.0,0.0070999999999999995,0.0222,0.027200000000000002,0,1,0
AVGO,20.56,11.34,0.002,433090000.0,-0.0702,101010000000.0,8.86,26.31,0.0,410120000.0,-0.0365,4970000000.0,1.35,5.28,0.875,0.018799999999999997,-0.0649,20850000000.0,4.85,1.876,-0.0342,2.0,-0.0496,64.7,3.6,0.14400000000000002,0.23399999999999999,291.67,-0.136,,,0.1528,0.43799999999999994,-0.0828,10.6,19.25,0.396,0.132,-0.1496,0.71,0.0454,3.4,0.526,0.516,0.1812,10.02,15000,3.9,0.124,0.24100000000000002,44.5,1,0.66,1.094,0.588,1.4,230.96,1,0.66,2019-12-06,0.237,3860000.0,233.23,2.0,-0.0484,-0.0091,-0.0098,5409466.0,0.0098,0.0364,0.0404,0,1,0
AVY,16.54,5.47,0.001,88940000.0,0.0127,8039999999.999999,13.68,6.61,-0.1547,86260000.0,-0.059699999999999996,485400000.0,1.23,1.5,0.892,0.0167,-0.1591,7130000000.0,1.13,0.424,-0.0151,1.65,-0.1,11.99,7.54,0.0949,0.06,117.5,-0.22030000000000002,2.45,36.97,0.1341,0.29600000000000004,0.0069,2.08,33.34,0.27,0.17300000000000001,-0.2686,1.27,0.023,0.7,0.024,0.268,0.09119999999999999,2.52,30000,1.0,0.048,0.09,51.3,1,1.78,0.46399999999999997,0.044000000000000004,0.95,87.07,1,1.24,2019-01-22,0.547,871650.0,90.45,1.9,0.0101,-0.0096,-0.1176,824069.0,0.0388,0.0252,0.0281,1,0,0
AWK,27.92,3.22,0.001,190810000.0,0.0043,17129999999.999998,25.11,3.58,-0.11800000000000001,179660000.0,-0.061799999999999994,577000000.0,3.4,0.69,0.872,0.0262,0.024300000000000002,3410000000.0,5.02,0.177,-0.0023,4.68,0.0254,32.38,2.77,0.08199999999999999,0.022000000000000002,99.0,0.0151,0.45,199.22,0.08199999999999999,0.081,-0.0108,1.82,,0.079,0.067,-0.0855,0.21,0.0203,0.4,0.033,0.574,0.1808,2.18,6900,0.5,0.043,0.331,44.99,1,1.43,-0.099,0.133,0.95,89.12,1,1.29,2019-01-30,0.691,1000000.0,89.79,2.1,-0.0359,-0.022400000000000003,0.0316,952311.0,0.0075,0.0206,0.025,0,1,0
AXP,13.56,7.2,0.0028000000000000004,871730000.0,0.0313,85120000000.0,12.01,8.13,-0.0278,851890000.0,-0.131,6210000000.0,1.08,1.79,0.848,0.008,-0.09970000000000001,39850000000.0,2.14,0.045,-0.008199999999999999,1.64,-0.009000000000000001,25.01,3.9,0.1011,0.02,115.52,-0.0192,4.96,19.69,0.125,0.18,0.024300000000000002,1.56,6.69,0.087,0.037000000000000005,-0.1476,1.16,0.016,,0.013000000000000001,0.6990000000000001,0.11539999999999999,3.09,55000,,0.10300000000000001,0.204,45.88,1,5.91,0.251,0.09,1.11,93.43,1,2.58,2019-01-17,0.33299999999999996,4160000.0,97.64,2.5,-0.0229,-0.060899999999999996,-0.040999999999999995,4631033.0,0.0451,0.0232,0.0318,0,1,1
AZO,18.35,45.55,0.002,25300000.0,-0.0088,21140000000.0,13.28,62.9,-0.7029000000000001,25020000.0,0.013500000000000002,1220000000.0,1.67,9.99,0.972,0.0268,0.0942,11270000000.0,1.88,-0.051,-0.0248,1.83,0.23620000000000002,-64.72,,0.059699999999999996,0.15,919.18,0.115,9.96,83.86,0.1097,-0.9590000000000001,-0.0032,,10.7,0.085,0.373,-0.0674,0.64,,0.1,0.042,0.534,0.41450000000000004,22.48,54900,0.9,0.02,0.162,50.58,1,,0.34600000000000003,0.125,1.05,845.58,1,,2019-12-04,0.0,366130.0,835.63,2.3,-0.0223,0.0259,0.1527,383844.0,-0.0118,0.0236,0.0273,1,0,0
BA,21.25,15.39,0.001,587940000.0,0.0313,192300000000.0,17.96,18.21,-0.011200000000000002,567300000.0,-0.0913,9110000000.0,0.93,4.59,0.703,0.0087,-0.1663,98150000000.0,1.96,0.5379999999999999,-0.0116,1.13,-0.0183,-2.24,,0.2045,0.09,417.6,0.0983,16.99,19.25,0.2284,,0.014199999999999999,8.22,19.63,0.18,0.523,-0.1704,1.24,0.025099999999999997,0.3,0.027000000000000003,0.187,0.1183,13.0,140800,1.1,0.038,0.11,51.06,1,,0.363,0.10400000000000001,1.01,310.9,1,,2019-01-30,0.379,4380000.0,327.08,1.9,0.0226,-0.0264,-0.0541,4436368.0,0.052000000000000005,0.0282,0.038,1,0,1
BAC,11.13,2.3,0.0008,10090000000.0,0.049699999999999994,258120000000.0,8.93,2.86,-0.002,9810000000.0,-0.10369999999999999,23840000000.0,0.54,0.65,0.695,0.0139,-0.14730000000000001,64000000000.0,4.03,0.16899999999999998,-0.0116,1.78,-0.08380000000000001,23.91,1.07,0.1192,0.009000000000000001,33.87,-0.1416,69.94,0.37,0.2069,0.091,0.0381,0.6,6.51,0.469,0.048,-0.226,1.33,0.0235,,0.001,,0.12890000000000001,0.88,205000,,0.157,0.675,52.88,1,1.74,0.428,0.342,1.12,24.56,1,0.88,2019-01-16,0.23800000000000002,76310000.0,25.58,2.0,0.0403,-0.0315,-0.12240000000000001,85620949.0,0.0415,0.0282,0.0361,1,0,0
BAX,20.19,3.29,0.0009,544700000.0,0.0143,36220000000.0,20.36,3.27,-0.9431,531659999.99999994,-0.039,1800000000.0,1.47,0.73,0.868,0.0131,-0.124,11060000000.0,3.28,-0.738,-0.0013,1.62,-0.0989,17.1,3.89,0.0894,0.071,74.18,-0.0256,5.25,12.67,0.13699999999999998,0.133,0.0103,0.76,45.17,-0.105,0.109,-0.1516,0.97,0.011399999999999999,2.0,-0.054000000000000006,0.43200000000000005,0.08929999999999999,1.65,47000,2.6,0.022000000000000002,0.14,56.12,1,0.38,1.238,0.109,1.1,64.48,1,0.38,2019-01-31,0.311,4300000.0,66.5,2.3,0.022099999999999998,0.0172,-0.0547,4753847.0,0.0313,0.0207,0.0255,1,0,0
BBT,12.38,3.66,0.001,791350000.0,0.0528,35810000000.0,10.35,4.37,-0.0028000000000000004,765070000.0,-0.10800000000000001,2880000000.0,3.02,1.04,0.6679999999999999,0.0125,-0.0758,7880000000.0,4.54,-0.032,-0.015300000000000001,1.83,-0.1093,34.86,1.3,0.099,0.013000000000000001,55.17,-0.1025,3.8,11.91,0.040999999999999995,0.11,0.0446,1.62,10.23,-0.001,0.096,-0.19640000000000002,1.02,0.0358,,0.013000000000000001,,0.11230000000000001,1.25,36484,,0.102,0.769,48.76,1,0.77,0.363,0.371,0.62,44.09,1,0.77,2019-01-17,0.38299999999999995,5240000.0,45.25,2.4,0.0098,-0.0525,-0.1097,3229580.0,0.0263,0.0227,0.028999999999999998,1,0,0
BBY,11.09,4.76,0.001,272560000.0,0.0152,14380000000.0,9.6,5.5,-0.21960000000000002,229540000.0,-0.2126,1380000000.0,0.68,2.57,0.884,0.0924,-0.2968,43440000000.0,0.33,0.11599999999999999,-0.005699999999999999,4.86,-0.2846,10.98,4.8,0.0608,0.084,72.74,-0.2288,4.78,11.03,0.16269999999999998,0.33,-0.004,1.8,19.12,0.495,0.263,-0.37479999999999997,1.27,0.0341,0.3,0.02,0.23199999999999998,0.1054,2.37,125000,1.1,0.028999999999999998,0.040999999999999995,38.17,1,0.44,0.273,0.025,1.13,52.5,1,0.42,2019-11-20,0.40700000000000003,4360000.0,52.75,2.9,-0.031,-0.156,-0.2663,4910657.0,0.0048,0.0355,0.046799999999999994,1,0,0
BDX,72.38,3.0,0.002,275110000.0,-0.0235,59700000000.0,15.88,13.67,-0.12480000000000001,268710000.0,-0.1408,800000000.0,5.67,2.65,0.871,0.0144,-0.1612,15980000000.0,3.74,-0.345,-0.0103,3.08,-0.10400000000000001,78.15,2.78,0.127,0.003,268.89,-0.013600000000000001,4.21,51.6,0.1277,0.008,-0.037000000000000005,3.08,57.24,-0.083,0.03,-0.1838,1.24,0.014199999999999999,0.7,0.147,0.45399999999999996,0.0401,6.4,76032,1.0,0.39,0.09300000000000001,41.02,1,1.02,-0.423,0.01,1.56,211.2,1,0.9,2019-02-05,6.142,1260000.0,216.99,2.0,-0.0418,-0.0723,-0.0892,1958387.0,0.0274,0.022799999999999997,0.0286,1,0,0
BEN,9.4,3.22,0.39799999999999996,524919999.99999994,0.0352,15880000000.0,10.58,2.86,-0.0026,283150000.0,-0.11699999999999999,1720000000.0,,0.72,0.498,0.0644,-0.002,6320000000.0,2.51,0.059000000000000004,-0.0109,4.36,-0.046,19.0,1.59,0.0182,0.045,29.46,-0.2432,13.17,2.3,-0.0441,0.07200000000000001,0.0202,1.04,140.82,-0.011000000000000001,0.152,-0.2845,1.27,0.0344,,-0.046,,0.10679999999999999,0.98,9700,,-0.055,0.335,49.49,1,0.07,0.036000000000000004,0.11800000000000001,0.71,29.3,1,0.07,2019-01-24,0.624,4190000.0000000005,30.26,3.4,-0.0034999999999999996,-0.022799999999999997,-0.061399999999999996,2964833.0,0.032799999999999996,0.0231,0.0351,1,0,0
BF-B,32.12,1.47,0.005,477360000.0,-0.0042,22460000000.0,25.65,1.84,,322010000.0,-0.039599999999999996,709000000.0,3.54,0.45,0.441,0.0217,-0.06269999999999999,3290000000.0,6.83,0.11599999999999999,-0.031200000000000002,5.17,-0.069,3.12,15.08,0.0832,0.14800000000000002,51.05,-0.121,0.4,116.4,0.0907,0.557,-0.0109,0.66,,0.068,0.207,-0.2101,0.73,0.013999999999999999,1.4,0.027000000000000003,0.6729999999999999,0.0559,1.3,4800,3.1,-0.004,0.318,52.02,1,1.7,-0.08800000000000001,0.228,1.36,45.35,0,1.53,2019-12-05,0.405,1350000.0,47.06,2.9,0.0134,-0.001,-0.0849,1830233.0,0.0377,0.0286,0.0292,1,0,0
BHF,,-5.3,0.002,121170000.0,0.038599999999999995,3980000000.0,3.66,8.96,0.0,118390000.0,-0.1941,-634000000.0,,1.97,0.9420000000000001,0.050499999999999996,-0.2762,6820000000.0,0.58,0.625,0.0279,3.72,-0.20809999999999998,107.67,0.3,0.1408,0.0,45.36,-0.43920000000000003,17.69,1.85,0.0489,0.006999999999999999,0.0764,,1.39,,-0.052000000000000005,-0.5143,,,,,,0.15039999999999998,1.64,1260,,-0.27899999999999997,-0.128,46.26,1,0.31,0.7120000000000001,0.013000000000000001,0.62,31.3,1,0.31,2019-02-04,0.0,1610000.0,32.81,3.0,0.0149,-0.1164,-0.24309999999999998,990206.0,0.0482,0.0484,0.0542,0,1,0
BHGE,,-0.09,0.001,1050000000.0,0.0223,23160000000.0,16.45,1.34,-0.9897,345870000.0,-0.0555,-37000000.0,,0.27,0.792,0.0524,-0.3144,22380000000.0,1.04,0.924,0.0108,2.51,-0.3395,88.49,0.25,1.0382,0.002,33.8,-0.34509999999999996,4.52,4.86,,0.003,0.021400000000000002,0.72,,-0.16699999999999998,-0.006999999999999999,-0.41840000000000005,0.78,0.032799999999999996,1.4,-0.042,0.162,0.0931,0.89,65000,1.9,0.054000000000000006,0.01,49.06,1,0.2,1.129,0.004,0.7,20.91,1,0.17,2019-01-29,3.199,7210000.0,21.96,2.0,0.028999999999999998,-0.0684,-0.285,5040387.0,0.050199999999999995,0.0381,0.0416,1,0,0
BIIB,15.14,21.02,0.0040999999999999995,203000000.0,0.0812,64620000000.00001,11.35,28.04,-0.0012,200660000.0,-0.0417,4360000000.0,1.93,6.72,0.9109999999999999,0.0171,-0.09759999999999999,13230000000.0,4.88,0.03,-0.0069,2.5,0.0653,68.35,4.66,0.0848,0.129,385.37,-0.0633,21.81,14.59,0.0785,0.242,0.0579,,11.13,0.248,0.21899999999999997,-0.18100000000000002,1.05,,2.5,0.17300000000000001,0.861,0.2776,11.16,7300,2.7,0.11699999999999999,0.447,58.29,1,0.43,0.23600000000000002,0.24100000000000002,1.07,307.0,1,0.43,2019-01-22,0.0,1380000.0,318.33,2.0,0.04190000000000001,0.0175,0.0175,1475754.0,0.0369,0.0326,0.0373,1,0,0
BK,13.67,3.5,,992110000.0,0.0233,47530000000.0,10.98,4.36,,985330000.0,-0.053899999999999997,3560000000.0,1.54,0.95,0.877,0.0167,-0.0818,5790000000.0,8.21,-0.034,-0.0132,2.42,-0.09939999999999999,38.03,1.26,0.049100000000000005,0.012,54.21,-0.1152,132.71,0.36,0.08869999999999999,0.115,0.0178,1.12,24.1,0.084,0.032,-0.18780000000000002,1.04,0.023399999999999997,,0.046,,0.0971,1.41,52000,,0.42,0.621,53.6,1,0.74,0.037000000000000005,0.754,0.7,46.56,1,0.74,2019-01-16,0.23199999999999998,6820000.0,47.91,3.0,0.0189,-0.0003,-0.0801,4791550.0,0.028999999999999998,0.021099999999999997,0.0318,1,0,0
BKNG,19.86,86.49,0.002,46800000.0,-0.0001,80380000000.0,16.83,102.07,,46120000.0,-0.10529999999999999,4179999999.9999995,1.24,19.48,0.955,0.0225,-0.1293,14120000000.0,5.69,0.748,-0.0203,2.38,-0.1699,210.54,8.16,0.1367,0.11199999999999999,2224.7,-0.0584,152.38,11.27,0.1606,0.264,-0.0028000000000000004,,15.85,0.21899999999999997,0.18600000000000003,-0.22940000000000002,1.18,,2.4,0.192,0.998,0.0693,57.71,22900,2.4,0.094,0.36700000000000005,44.72,1,0.87,0.075,0.198,1.18,1663.12,1,0.87,2019-02-04,0.0,435880.0,1717.55,2.1,-0.0241,-0.054900000000000004,-0.1293,516079.0,0.0327,0.026000000000000002,0.0344,0,1,0
BLK,14.15,27.69,0.013999999999999999,160930000.0,0.0104,63060000000.0,14.1,27.79,-0.006999999999999999,150630000.0,-0.099,4510000000.0,1.31,6.82,0.8440000000000001,0.0083,-0.174,14230000000.0,4.43,0.212,-0.0208,1.29,-0.2036,202.41,1.94,0.0043,0.027999999999999997,475.85,-0.2382,40.89,9.58,0.10830000000000001,0.177,-0.0025,12.52,34.97,0.109,0.10400000000000001,-0.34090000000000004,1.44,0.032,,0.06,0.831,0.086,12.99,14900,,-0.636,0.4,50.71,1,0.16,-0.534,0.39899999999999997,0.66,377.98,1,0.16,2019-01-11,0.32299999999999995,968640.0,391.82,1.9,0.0184,-0.0181,-0.17809999999999998,640504.0,0.0366,0.0225,0.0349,1,0,0
BLL,29.6,1.54,0.005,349360000.0,0.0256,15930000000.0,16.86,2.7,-0.0802,336180000.0,-0.08439999999999999,545000000.0,2.74,0.56,0.915,0.0626,0.006,11580000000.0,1.38,0.5720000000000001,0.0183,5.67,0.25079999999999997,10.61,4.3,0.22519999999999998,0.027000000000000003,52.33,0.1832,1.71,26.63,0.1081,0.11900000000000001,-0.0085,0.4,18.74,0.003,0.066,-0.1057,0.8,0.0088,0.7,0.047,0.203,0.3135,1.27,18300,1.0,0.013000000000000001,0.09300000000000001,47.5,1,1.83,0.26,0.04,0.73,44.26,1,1.79,2019-01-31,0.302,3710000.0,45.59,2.0,-0.013300000000000001,-0.0319,0.09050000000000001,2710692.0,0.03,0.0231,0.027000000000000003,1,0,0
BMY,17.54,2.67,0.0016,1670000000.0,-0.0698,78200000000.0,11.52,4.07,0.0,1630000000.0,-0.1199,4380000000.0,1.6,0.85,0.748,0.0077,-0.2516,22040000000.0,3.55,-0.109,0.0058,1.18,-0.16190000000000002,8.36,5.61,0.051699999999999996,0.043,59.44,-0.23579999999999998,4.1,11.45,0.10949999999999999,0.113,-0.09789999999999999,1.64,70.2,0.153,0.20199999999999999,-0.3306,0.96,0.035,1.4,0.033,0.708,0.058499999999999996,1.97,23700,1.5,0.083,0.244,38.36,1,0.54,1.286,0.065,4.45,45.12,1,0.42,2019-01-24,1.806,10670000.0,46.89,2.4,-0.0851,-0.0925,-0.1618,47514495.0,0.0392,0.0368,0.030600000000000002,1,0,0
